id,label,speak,aliases,category,pos,intent,core,safety,tier,words,composable,components,sources,list_count,corpus_freq,score
card_1713,father,Father,,people,noun,content,0,0,fringe,1,0,,consensus6,6,20,6.97
card_1714,father's day,Father's day,,time,noun,content,0,0,fringe,2,0,,consensus16,16,1,7.44
card_1715,favorite,Favorite,,ideas,noun,content,0,0,fringe,1,0,,consensus19,19,93,14.41
card_1716,fear,Fear,,feelings,adj,feeling,0,0,fringe,1,0,,consensus5,5,1,3.04
card_1717,feather,Feather,,animals,noun,content,0,0,fringe,1,0,,consensus5,5,1,3.04
card_1718,feed,Feed,fed|feeding|feeds,actions,noun,content,0,0,fringe,1,0,,consensus17,17,18,11.22
card_1719,feelings,Feelings,,feelings,adj,feeling,0,0,fringe,1,0,,consensus7,7,1,3.84
card_1720,feet,Feet,,body,noun,content,0,0,fringe,1,0,,consensus4,4,19,6.09
card_1721,felt,Felt,,things,noun,content,0,0,fringe,1,0,,consensus7,7,6,5.72
card_1722,female,Female,,animals,noun,content,0,0,fringe,1,0,,consensus5,5,1,3.04
card_1723,fever,Fever,,health,noun,content,0,0,fringe,1,0,,consensus12,12,1,5.84
card_1724,few,Few,,describing,adj,content,0,0,fringe,1,0,,consensus17,17,31,12.0
card_1725,fiction,Fiction,,ideas,noun,content,0,0,fringe,1,0,,consensus8,8,2,4.85
card_1726,fight,Fight,fighting|fights|fought,actions,noun,content,0,0,fringe,1,0,,consensus15,15,9,9.45
card_1727,figure,Figure,figured|figures|figuring,ideas,noun,content,0,0,fringe,1,0,,consensus7,7,6,5.72
card_1728,file,File,files,actions,noun,content,0,0,fringe,1,0,,consensus5,5,3,4.08
card_1729,fill,Fill,filled|filling|fills,actions,noun,content,0,0,fringe,1,0,,consensus5,5,15,6.16
card_1730,final,Final,,describing,adj,content,0,0,fringe,1,0,,consensus6,6,5,5.09
card_1731,finally,Finally,,describing,adv,content,0,0,fringe,1,0,,consensus5,5,10,5.6
card_1732,fine,Fine,finest,feelings,adj,feeling,0,0,fringe,1,0,,consensus16,16,111,13.48
card_1733,finish,Finish,finishes|finishing,school,noun,content,0,0,fringe,1,0,,consensus18,18,33,12.49
card_1734,fire,Fire,fired|fires|firing,activities,noun,content,0,0,fringe,1,0,,consensus19,19,20,12.17
card_1735,fire station,Fire station,,things,noun,content,0,0,fringe,2,1,card_1734|card_2698,consensus10,10,0,4.0
card_1736,fire truck,Fire truck,,transport,noun,content,0,0,fringe,2,1,card_1734|card_2865,consensus10,10,0,4.0
card_1737,firefighter,Firefighter,,people,noun,content,0,0,fringe,1,0,,consensus5,5,3,4.08
card_1738,fireman,Fireman,,activities,noun,content,0,0,fringe,1,0,,consensus12,12,0,4.8
card_1739,fireworks,Fireworks,,things,noun,content,0,0,fringe,1,0,,consensus14,14,0,5.6
card_1740,fit,Fit,fits|fitted|fitting,actions,noun,content,0,0,fringe,1,0,,consensus16,16,5,9.09
card_1741,flash flood,Flash flood,,weather,noun,content,0,0,fringe,2,0,,consensus4,4,0,1.6
card_1742,flashlight,Flashlight,,things,noun,content,0,0,fringe,1,0,,consensus13,13,1,6.24
card_1743,flat,Flat,flatter|flattest,describing,adj,content,0,0,fringe,1,0,,consensus14,14,4,8.01
card_1744,flavor,Flavor,,describing,noun,content,0,0,fringe,1,0,,consensus11,11,4,6.81
card_1745,flight,Flight,,things,noun,content,0,0,fringe,1,0,,consensus8,8,4,5.61
card_1746,flood,Flood,,weather,noun,content,0,0,fringe,1,0,,consensus15,15,0,6.0
card_1747,floor,Floor,,things,noun,content,0,0,fringe,1,0,,consensus17,17,12,10.65
card_1748,flour,Flour,,food,noun,content,0,0,fringe,1,0,,consensus16,16,0,6.4
card_1749,flu,Flu,,health,noun,content,0,0,fringe,1,0,,consensus7,7,1,3.84
card_1750,flush,Flush,flushed|flushes|flushing,actions,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1751,flute,Flute,,music,noun,content,0,0,fringe,1,0,,consensus13,13,0,5.2
card_1752,foal,Foal,,animals,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1753,fog,Fog,,weather,noun,content,0,0,fringe,1,0,,consensus8,8,0,3.2
card_1754,fold,Fold,folded|folding|folds,actions,noun,content,0,0,fringe,1,0,,consensus19,19,2,9.25
card_1755,follow,Follow,followed|following|follows,actions,verb,content,0,0,fringe,1,0,,consensus18,18,6,10.12
card_1756,food,Food,foods,things,noun,content,0,0,fringe,1,0,,consensus22,22,93,15.61
card_1757,food processor,Food processor,,home,noun,content,0,0,fringe,2,0,,consensus5,5,0,2.0
card_1758,football,Football,soccer,play,noun,content,0,0,fringe,1,0,,consensus19,19,20,12.17
card_1759,forecast,Forecast,,actions,noun,content,0,0,fringe,1,0,,consensus5,5,5,4.69
card_1760,forehead,Forehead,,body,noun,content,0,0,fringe,1,0,,consensus4,4,1,2.64
card_1761,forest,Forest,,things,noun,content,0,0,fringe,1,0,,consensus19,19,0,7.6
card_1762,forever,Forever,,describing,adv,content,0,0,fringe,1,0,,consensus4,4,6,4.52
card_1763,forget,Forget,forgets|forgetting|forgot|forgotten,actions,noun,content,0,0,fringe,1,0,,consensus16,16,65,12.68
card_1764,forgive,Forgive,,actions,adj,content,0,0,fringe,1,0,,consensus7,7,4,5.21
card_1765,forklift,Forklift,,transport,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1766,form,Form,formed|forming|forms,ideas,noun,content,0,0,fringe,1,0,,consensus8,8,2,4.85
card_1767,fortune cookie,Fortune cookie,,food,noun,content,0,0,fringe,2,0,,consensus6,6,0,2.4
card_1768,forward,Forward,forwarded|forwarding,describing,adv,content,0,0,fringe,1,0,,consensus14,14,19,10.09
card_1769,found,Found,,actions,noun,content,0,0,fringe,1,0,,corpus127,2,127,8.08
card_1770,fourth of july,Fourth of july,,time,noun,content,0,0,fringe,3,0,,consensus10,10,1,5.04
card_1771,fraction,Fraction,,things,noun,content,0,0,fringe,1,0,,consensus9,9,0,3.6
card_1772,free,Free,freed|freeing|frees,describing,adj,content,0,0,fringe,1,0,,consensus15,15,32,11.24
card_1773,freeze,Freeze,freezes|freezing|froze|frozen,actions,noun,content,0,0,fringe,1,0,,consensus16,16,1,7.44
card_1774,freezer,Freezer,,home,noun,content,0,0,fringe,1,0,,consensus4,4,3,3.68
card_1775,french fries,French fries,,food,noun,content,0,0,fringe,2,0,,consensus17,17,3,8.88
card_1776,french toast,French toast,,food,noun,content,0,0,fringe,2,0,,consensus15,15,1,7.04
card_1777,fresh,Fresh,,describing,adj,content,0,0,fringe,1,0,,consensus15,15,12,9.85
card_1778,fried rice,Fried rice,,food,noun,content,0,0,fringe,2,1,card_1786|card_0689,consensus6,6,0,2.4
card_1779,friend,Friend,friends,people,noun,content,0,0,fringe,1,0,,consensus23,23,63,15.44
card_1780,friendly,Friendly,,describing,adv,content,0,0,fringe,1,0,,consensus15,15,6,8.92
card_1781,from,From,,core,func,content,0,0,fringe,1,0,,consensus19,19,210,15.63
card_1782,front,Front,fronted|fronting|fronts,places,noun,content,0,0,fringe,1,0,,consensus18,18,6,10.12
card_1783,fruit,Fruit,,nature,noun,content,0,0,fringe,1,0,,consensus21,21,16,12.65
card_1784,fruit punch,Fruit punch,,drink,noun,content,0,0,fringe,2,1,card_1783|card_2434,consensus10,10,0,4.0
card_1785,frustrate,Frustrate,,actions,noun,content,0,0,fringe,1,0,,consensus5,5,3,4.08
card_1786,fry,Fry,fried|fries|frying,actions,noun,content,0,0,fringe,1,0,,consensus10,10,14,8.06
card_1787,fun,Fun,,activities,noun,content,0,0,fringe,1,0,,consensus21,21,53,14.38
card_1788,fur,Fur,,things,noun,content,0,0,fringe,1,0,,consensus5,5,7,5.12
card_1789,furious,Furious,,feelings,adj,feeling,0,0,fringe,1,0,,consensus6,6,0,2.4
card_1790,furniture,Furniture,,things,noun,content,0,0,fringe,1,0,,consensus17,17,0,6.8
card_1791,future,Future,,time,noun,content,0,0,fringe,1,0,,consensus12,12,9,8.25
card_1792,galaxy,Galaxy,galaxies,things,noun,content,0,0,fringe,1,0,,consensus16,16,1,7.44
card_1793,gallon,Gallon,,quantity,noun,content,0,0,fringe,1,0,,consensus4,4,2,3.25
card_1794,game,Game,games,technology,noun,content,0,0,fringe,1,0,,consensus21,21,80,14.99
card_1795,garbage can,Garbage can,,things,noun,content,0,0,fringe,2,1,card_3047|card_0031,consensus9,9,0,3.6
card_1796,garbage truck,Garbage truck,,transport,noun,content,0,0,fringe,2,1,card_3047|card_2865,consensus14,14,0,5.6
card_1797,garden,Garden,yard,things,noun,content,0,0,fringe,1,0,,consensus15,15,10,9.6
card_1798,garlic,Garlic,,nature,noun,content,0,0,fringe,1,0,,consensus13,13,1,6.24
card_1799,gas,Gas,,describing,noun,content,0,0,fringe,1,0,,consensus6,6,13,6.36
card_1800,gas pedal,Gas pedal,,things,noun,content,0,0,fringe,2,0,,consensus9,9,0,3.6
card_1801,gas station,Gas station,,things,noun,content,0,0,fringe,2,1,card_1799|card_2698,consensus13,13,4,7.61
card_1802,gate,Gate,,things,noun,content,0,0,fringe,1,0,,consensus12,12,2,6.45
card_1803,gatorade,Gatorade,,things,noun,content,0,0,fringe,1,0,,consensus9,9,1,4.64
card_1804,gay,Gay,,describing,noun,content,0,0,fringe,1,0,,consensus6,6,4,4.81
card_1805,generous,Generous,,describing,adj,content,0,0,fringe,1,0,,consensus6,6,3,4.48
card_1806,geography,Geography,,school,noun,content,0,0,fringe,1,0,,consensus12,12,0,4.8
card_1807,gerbil,Gerbil,,animals,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1808,get dressed,Get dressed,,actions,phrase,content,0,0,fringe,2,1,card_0078|card_0056,consensus14,14,5,8.29
card_1809,get ready,Get ready,,describing,phrase,content,0,0,fringe,2,1,card_0078|card_0180,consensus6,6,7,5.52
card_1810,giant,Giant,,animals,noun,content,0,0,fringe,1,0,,consensus9,9,3,5.68
card_1811,gift,Gift,gifts,things,noun,content,0,0,fringe,1,0,,consensus7,7,26,7.74
card_1812,ginger ale,Ginger ale,,drink,noun,content,0,0,fringe,2,0,,consensus10,10,0,4.0
card_1813,girl,Girl,,people,noun,content,0,0,fringe,1,0,,consensus22,22,12,12.65
card_1814,girlfriend,Girlfriend,,people,noun,content,0,0,fringe,1,0,,consensus15,15,7,9.12
card_1815,glad,Glad,,feelings,adj,feeling,0,0,fringe,1,0,,consensus8,8,36,8.62
card_1816,glass,Glass,,things,noun,content,0,0,fringe,1,0,,consensus21,21,50,14.3
card_1817,glove,Glove,,things,noun,content,0,0,fringe,1,0,,consensus5,5,2,3.65
card_1818,goal,Goal,,ideas,noun,content,0,0,fringe,1,0,,consensus14,14,2,7.25
card_1819,goat,Goat,,animals,noun,content,0,0,fringe,1,0,,consensus17,17,0,6.8
card_1820,god,God,,things,noun,content,0,0,fringe,1,0,,consensus14,14,14,9.66
card_1821,gold,Gold,,colours,adj,content,0,0,fringe,1,0,,consensus19,19,0,7.6
card_1822,goldfish crackers,Goldfish crackers,,food,noun,content,0,0,fringe,2,1,card_0490|card_1504,consensus13,13,0,5.2
card_1823,gone,Gone,,describing,verb,content,0,0,fringe,1,0,,consensus10,10,1034,14.41
card_1824,goodnight,Goodnight,,things,noun,content,0,0,fringe,1,0,,consensus4,4,4,4.01
card_1825,grade,Grade,graded|grades|grading,school,noun,content,0,0,fringe,1,0,,consensus8,8,7,6.32
card_1826,graduate,Graduate,graduated|graduates|graduating,actions,noun,content,0,0,fringe,1,0,,consensus8,8,4,5.61
card_1827,graham crackers,Graham crackers,,food,noun,content,0,0,fringe,2,0,,consensus9,9,0,3.6
card_1828,grandchild,Grandchild,grandchildren,people,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1829,grandma,Grandma,,people,noun,content,0,0,fringe,1,0,,consensus19,19,6,10.52
card_1830,grandpa,Grandpa,,people,noun,content,0,0,fringe,1,0,,consensus19,19,5,10.29
card_1831,granola bar,Granola bar,,food,noun,content,0,0,fringe,2,0,,consensus11,11,0,4.4
card_1832,grasshopper,Grasshopper,,animals,noun,content,0,0,fringe,1,0,,consensus16,16,0,6.4
card_1833,grateful,Grateful,,describing,noun,content,0,0,fringe,1,0,,consensus11,11,3,6.48
card_1834,grater,Grater,,home,noun,content,0,0,fringe,1,0,,consensus4,4,0,1.6
card_1835,gravity,Gravity,,weather,noun,content,0,0,fringe,1,0,,consensus7,7,0,2.8
card_1836,gravy,Gravy,,food,noun,content,0,0,fringe,1,0,,consensus13,13,1,6.24
card_1837,gray,Gray,,colours,adj,content,0,0,fringe,1,0,,consensus15,15,3,8.08
card_1838,great,Great,,feelings,adj,feeling,0,0,fringe,1,0,,consensus19,19,204,15.58
card_1839,greece,Greece,,places,noun,content,0,0,fringe,1,0,,consensus7,7,0,2.8
card_1840,grey,Grey,,colours,adj,content,0,0,fringe,1,0,,consensus6,6,2,4.05
card_1841,grill,Grill,grilled,things,noun,content,0,0,fringe,1,0,,consensus11,11,5,7.09
card_1842,grilled cheese,Grilled cheese,,food,noun,content,0,0,fringe,2,1,card_1841|card_0377,consensus16,16,2,8.05
card_1843,grocery,Grocery,groceries,things,noun,content,0,0,fringe,1,0,,consensus9,9,22,8.3
card_1844,grocery store,Grocery store,,things,noun,content,0,0,fringe,2,1,card_1843|card_2713,consensus16,16,11,10.13
card_1845,ground,Ground,,nature,noun,content,0,0,fringe,1,0,,consensus15,15,2,7.65
card_1846,groundhog,Groundhog,,animals,noun,content,0,0,fringe,1,0,,consensus6,6,0,2.4
card_1847,groundhog day,Groundhog day,,time,noun,content,0,0,fringe,2,1,card_1846|card_0046,consensus14,14,0,5.6
card_1848,group,Group,grouped|grouping|groups,things,noun,content,0,0,fringe,1,0,,consensus8,8,2,4.85
card_1849,grow up,Grow up,,actions,phrase,content,0,0,fringe,2,1,card_0083|card_0243,consensus9,9,1,4.64
card_1850,grumpy,Grumpy,,feelings,adj,feeling,0,0,fringe,1,0,,consensus10,10,1,5.04
card_1851,guacamole,Guacamole,,food,noun,content,0,0,fringe,1,0,,consensus6,6,0,2.4
card_1852,guess what,Guess what,,things,noun,content,0,0,fringe,2,1,card_0084|card_0256,consensus8,8,1,4.24
card_1853,guilty,Guilty,,feelings,adj,feeling,0,0,fringe,1,0,,consensus12,12,2,6.45
card_1854,guinea pig,Guinea pig,,people,noun,content,0,0,fringe,2,0,,consensus9,9,0,3.6
card_1855,guitar,Guitar,,music,noun,content,0,0,fringe,1,0,,consensus17,17,0,6.8
card_1856,gummy worm,Gummy worm,,animals,noun,content,0,0,fringe,2,0,,consensus6,6,0,2.4
card_1857,guppy,Guppy,,animals,adj,content,0,0,fringe,1,0,,consensus4,4,0,1.6
card_1858,guy,Guy,,people,noun,content,0,0,fringe,1,0,,consensus5,5,28,7.05
card_1859,gymnastics,Gymnastics,,play,noun,content,0,0,fringe,1,0,,consensus19,19,0,7.6
card_1860,hail,Hail,,actions,noun,content,0,0,fringe,1,0,,consensus8,8,1,4.24
card_1861,hair,Hair,,body,noun,content,0,0,fringe,1,0,,consensus22,22,27,13.8
card_1862,hall,Hall,,things,noun,content,0,0,fringe,1,0,,consensus8,8,7,6.32
card_1863,halloween,Halloween,,time,noun,content,0,0,fringe,1,0,,consensus18,18,1,8.24
card_1864,ham,Ham,,food,noun,content,0,0,fringe,1,0,,consensus17,17,0,6.8
card_1865,hammer,Hammer,hammered|hammering|hammers,things,noun,content,0,0,fringe,1,0,,consensus20,20,2,9.65
card_1866,hand,Hand,hands,body,noun,content,0,0,fringe,1,0,,consensus21,21,53,14.38
card_1867,handle,Handle,,actions,noun,content,0,0,fringe,1,0,,consensus7,7,3,4.88
card_1868,handsome,Handsome,,describing,noun,content,0,0,fringe,1,0,,consensus18,18,2,8.85
card_1869,hang,Hang,hanging|hangs|hung,actions,noun,content,0,0,fringe,1,0,,consensus16,16,10,10.0
card_1870,hannukah,Hannukah,,time,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1871,hanukkah,Hanukkah,,time,noun,content,0,0,fringe,1,0,,consensus8,8,0,3.2
card_1872,happen,Happen,happened|happening|happens,actions,verb,content,0,0,fringe,1,0,,consensus18,18,69,13.57
card_1873,harmonica,Harmonica,,music,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1874,harp,Harp,,music,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1875,hat,Hat,,clothes,noun,content,0,0,fringe,1,0,,consensus18,18,15,11.36
card_1876,hatchling,Hatchling,,animals,verb,content,0,0,fringe,1,0,,consensus6,6,0,2.4
card_1877,hate,Hate,hated|hates|hating,feelings,adj,feeling,0,0,fringe,1,0,,consensus15,15,43,11.68
card_1878,have a good day,Have a good day,,phrases,phrase,statement,0,0,fringe,4,1,card_0089|card_0000|card_0081|card_0046,consensus13,13,3,5.78
card_1879,haven't,Haven't,,core,aux,content,0,0,fringe,1,0,,consensus4,4,35,6.98
card_1880,health,Health,,describing,noun,content,0,0,fringe,1,0,,consensus12,12,13,8.76
card_1881,healthy,Healthy,healthiest,describing,adj,content,0,0,fringe,1,0,,consensus16,16,2,8.05
card_1882,hearing aid,Hearing aid,,things,noun,backlog,0,0,curated,2,1,card_0091|card_3041,curated+consensus8,8,1,7.24
card_1883,heart,Heart,,ideas,noun,content,0,0,fringe,1,0,,consensus18,18,6,10.12
card_1884,heat,Heat,heated|heating|heats,weather,noun,content,0,0,fringe,1,0,,consensus6,6,16,6.65
card_1885,heater,Heater,,things,noun,content,0,0,fringe,1,0,,consensus10,10,6,6.92
card_1886,heaven,Heaven,,places,noun,content,0,0,fringe,1,0,,consensus5,5,0,2.0
card_1887,hell,Hell,,places,noun,content,0,0,fringe,1,0,,consensus4,4,9,5.05
card_1888,helpful,Helpful,,describing,noun,content,0,0,fringe,1,0,,consensus12,12,6,7.72
card_1889,hermit crab,Hermit crab,,animals,noun,content,0,0,fringe,2,0,,consensus9,9,0,3.6
card_1890,hers,Hers,,core,pron,content,0,0,fringe,1,0,,consensus16,16,0,6.4
card_1891,hesitate,Hesitate,,actions,noun,content,0,0,fringe,1,0,,consensus5,5,2,3.65
card_1892,hey,Hey,,things,noun,content,0,0,fringe,1,0,,corpus35,2,35,6.18
card_1893,hi,Hi,,ideas,noun,social,0,0,fringe,1,0,,consensus8,8,39,8.73
card_1894,hide,Hide,hid|hidden|hides|hiding,actions,noun,content,0,0,fringe,1,0,,consensus19,19,12,11.45
card_1895,high,High,highest,describing,adj,content,0,0,fringe,1,0,,consensus19,19,22,12.3
card_1896,hilarious,Hilarious,,describing,adj,content,0,0,fringe,1,0,,consensus6,6,3,4.48
card_1897,hill,Hill,hills,nature,noun,content,0,0,fringe,1,0,,consensus18,18,1,8.24
card_1898,hippo,Hippo,,places,noun,content,0,0,fringe,1,0,,consensus19,19,0,7.6
card_1899,hire,Hire,hired|hires|hiring,actions,noun,content,0,0,fringe,1,0,,consensus15,15,2,7.65
card_1900,his,His,,core,pron,content,0,0,fringe,1,0,,consensus19,19,66,13.91
card_1901,history,History,,school,noun,content,0,0,fringe,1,0,,consensus18,18,2,8.85
card_1902,hit,Hit,hits|hitting,actions,noun,content,0,0,fringe,1,0,,consensus17,17,16,11.05
card_1903,hockey,Hockey,,play,noun,content,0,0,fringe,1,0,,consensus8,8,4,5.61
card_1904,hoe,Hoe,,things,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1905,holiday,Holiday,vacation|holidays,time,noun,content,0,0,fringe,1,0,,consensus19,19,14,11.66
card_1906,holy,Holy,holier|holiest,places,noun,content,0,0,fringe,1,0,,consensus6,6,1,3.44
card_1907,homework,Homework,,school,noun,content,0,0,fringe,1,0,,consensus17,17,15,10.96
card_1908,honest,Honest,,describing,noun,content,0,0,fringe,1,0,,consensus11,11,8,7.7
card_1909,honey,Honey,,food,noun,content,0,0,fringe,1,0,,consensus20,20,5,10.69
card_1910,hood,Hood,,people,noun,content,0,0,fringe,1,0,,consensus13,13,0,5.2
card_1911,hooves,Hooves,,animals,noun,content,0,0,fringe,1,0,,consensus4,4,0,1.6
card_1912,hop,Hop,,actions,noun,content,0,0,fringe,1,0,,consensus12,12,12,8.65
card_1913,hope,Hope,hoped|hopes|hoping,feelings,adj,feeling,0,0,fringe,1,0,,consensus16,16,102,13.35
card_1914,horn,Horn,,things,noun,content,0,0,fringe,1,0,,consensus10,10,0,4.0
card_1915,horseback riding,Horseback riding,,play,noun,content,0,0,fringe,2,0,,consensus7,7,0,2.8
card_1916,hose,Hose,,clothes,noun,content,0,0,fringe,1,0,,consensus14,14,0,5.6
card_1917,hospital,Hospital,,health,noun,content,0,0,fringe,1,0,,consensus19,19,21,12.24
card_1918,hot sauce,Hot sauce,,food,noun,content,0,0,fringe,2,1,card_0097|card_2544,consensus7,7,0,2.8
card_1919,hotel,Hotel,,things,noun,content,0,0,fringe,1,0,,consensus13,13,10,8.8
card_1920,hour,Hour,,time,noun,content,0,0,fringe,1,0,,consensus17,17,44,12.51
card_1921,hours,Hours,,time,noun,content,0,0,fringe,1,0,,corpus44,2,44,6.51
card_1922,how 'bout you,How 'bout you,,phrases,phrase,question,0,0,fringe,3,0,,consensus5,5,0,2.0
card_1923,how old are you,How old are you,,phrases,phrase,question,0,0,fringe,4,1,card_0098|card_0159|card_0011|card_0273,consensus5,5,13,4.46
card_1924,however,However,,describing,adv,content,0,0,fringe,1,0,,consensus10,10,2,5.65
card_1925,huge,Huge,,describing,adj,content,0,0,fringe,1,0,,consensus13,13,6,8.12
card_1926,hummingbird,Hummingbird,,animals,noun,content,0,0,fringe,1,0,,consensus6,6,0,2.4
card_1927,hunt,Hunt,hunted|hunting|hunts,actions,noun,content,0,0,fringe,1,0,,consensus4,4,7,4.72
card_1928,hurricane,Hurricane,,weather,noun,content,0,0,fringe,1,0,,consensus13,13,0,5.2
card_1929,hurry,Hurry,hurried|hurries|hurrying,actions,noun,content,0,0,fringe,1,0,,consensus17,17,13,10.76
card_1930,husband,Husband,,people,noun,content,0,0,fringe,1,0,,consensus13,13,16,9.45
card_1931,i am years old,I am years old,,phrases,phrase,feeling,0,0,fringe,4,1,card_0102|card_0008|card_3024|card_0159,consensus4,4,0,0.1
card_1932,i didn't know that,I didn't know that,,phrases,phrase,statement,0,0,fringe,4,1,card_0102|card_0152|card_0113|card_0220,consensus5,5,0,0.5
card_1933,i don't want,I don't want,,phrases,phrase,refuse,0,1,fringe,3,1,card_0102|card_0152|card_0247,corpus30,2,30,5.95
card_1934,i go to school at,I go to school at,,phrases,phrase,statement,0,0,fringe,5,1,card_0102|card_0080|card_0231|card_0704|card_0012,consensus6,6,0,0.9
card_1935,i have a,I have a,,phrases,phrase,statement,0,0,fringe,3,1,card_0102|card_0089|card_0000,consensus5,5,76,8.52
card_1936,i have a problem,I have a problem,,phrases,phrase,statement,0,0,fringe,4,1,card_0102|card_0089|card_0000|card_2420,consensus5,5,0,0.5
card_1937,i have a question,I have a question,,phrases,phrase,statement,0,0,fringe,4,1,card_0102|card_0089|card_0000|card_2443,consensus5,5,0,0.5
card_1938,i have to get going,I have to get going,,phrases,phrase,statement,0,0,fringe,5,1,card_0102|card_0089|card_0231|card_0078|card_0080,consensus5,5,0,0.5
card_1939,i like,I like,,phrases,phrase,statement,0,0,fringe,2,1,card_0102|card_0120,corpus74,3,74,7.68
card_1940,i like to,I like to,,phrases,phrase,statement,0,0,fringe,3,1,card_0102|card_0120|card_0231,consensus5,5,10,5.6
card_1941,i live at,I live at,,phrases,phrase,statement,0,0,fringe,3,1,card_0102|card_0123|card_0012,consensus5,5,0,2.0
card_1942,i live in,I live in,,phrases,phrase,statement,0,0,fringe,3,1,card_0102|card_0123|card_0104,consensus4,4,4,4.01
card_1943,i love it,I love it,,phrases,phrase,statement,0,0,fringe,3,1,card_0102|card_0128|card_0106,consensus4,4,6,4.52
card_1944,i need a break,I need a break,,phrases,phrase,request,0,0,fringe,4,1,card_0102|card_0145|card_0000|card_0026,consensus10,10,2,4.15
card_1945,i need to use the bathroom,I need to use the bathroom,,phrases,phrase,request,0,0,fringe,6,1,card_0102|card_0145|card_0231|card_2898|card_2799|card_1242,consensus5,5,7,3.62
card_1946,i play outside everyday,I play outside everyday,,phrases,phrase,statement,0,0,fringe,4,1,card_0102|card_0170|card_0165|card_3046,consensus4,4,0,0.1
card_1947,i want to add a button,I want to add a button,,phrases,phrase,request,0,0,fringe,6,1,card_0102|card_0247|card_0231|card_1108|card_0000|card_1338,consensus4,4,0,0.1
card_1948,i want to read,I want to read,,phrases,phrase,request,0,0,fringe,4,1,card_0102|card_0247|card_0231|card_0179,consensus5,5,1,1.54
card_1949,i work at,I work at,,phrases,phrase,statement,0,0,fringe,3,1,card_0102|card_0267|card_0012,consensus4,4,2,3.25
card_1950,i'd,I'd,,things,noun,content,0,0,fringe,1,0,,consensus9,9,70,9.99
card_1951,i'll,I'll,,things,noun,content,0,0,fringe,1,0,,consensus10,10,239,12.22
card_1952,i'm,I'm,,things,noun,content,0,0,fringe,1,0,,consensus17,17,529,16.21
card_1953,i'm looking at you,I'm looking at you,,phrases,phrase,feeling,0,0,fringe,4,1,card_0102|card_0125|card_0012|card_0273,consensus4,4,0,0.1
card_1954,i'm sorry,I'm sorry,,phrases,phrase,feeling,0,0,fringe,2,1,card_0102|card_0209,corpus54,2,54,6.81
card_1955,i've,I've,,things,noun,content,0,0,fringe,1,0,,consensus6,6,84,9.06
card_1956,ibuprofen,Ibuprofen,,things,noun,content,0,0,fringe,1,0,,consensus5,5,2,3.65
card_1957,ice,Ice,iced|icing,things,noun,content,0,0,fringe,1,0,,consensus19,19,35,12.98
card_1958,ice age,Ice age,,time,noun,content,0,0,fringe,2,1,card_1957|card_1120,consensus6,6,0,2.4
card_1959,iced tea,Iced tea,,drink,noun,content,0,0,fringe,2,1,card_1957|card_0772,consensus14,14,4,8.01
card_1960,idea,Idea,ideas,ideas,noun,content,0,0,fringe,1,0,,consensus19,19,43,13.28
card_1961,ignore,Ignore,ignored|ignores|ignoring,actions,noun,content,0,0,fringe,1,0,,consensus9,9,5,6.29
card_1962,iguana,Iguana,,animals,noun,content,0,0,fringe,1,0,,consensus8,8,0,3.2
card_1963,ill,Ill,,health,noun,content,0,0,fringe,1,0,,consensus12,12,17,9.14
card_1964,illinois,Illinois,,places,noun,content,0,0,fringe,1,0,,consensus9,9,0,3.6
card_1965,imagine,Imagine,imagined|imagines|imagining,actions,noun,content,0,0,fringe,1,0,,consensus18,18,6,10.12
card_1966,important,Important,,describing,adj,content,0,0,fringe,1,0,,consensus17,17,9,10.25
card_1967,impossible,Impossible,,describing,adj,content,0,0,fringe,1,0,,consensus8,8,3,5.28
card_1968,improve,Improve,,actions,verb,content,0,0,fringe,1,0,,consensus7,7,6,5.72
card_1969,indiana,Indiana,,places,noun,content,0,0,fringe,1,0,,consensus9,9,0,3.6
card_1970,inform,Inform,,actions,noun,content,0,0,fringe,1,0,,consensus5,5,8,5.3
card_1971,ingredient,Ingredient,ingredients,things,noun,content,0,0,fringe,1,0,,consensus10,10,5,6.69
card_1972,insect,Insect,,animals,noun,content,0,0,fringe,1,0,,consensus6,6,0,2.4
card_1973,inside,Inside,,core,func,content,0,0,fringe,1,0,,consensus16,16,6,9.32
card_1974,insist,Insist,,actions,noun,content,0,0,fringe,1,0,,consensus5,5,2,3.65
card_1975,instagram,Instagram,,things,noun,content,0,0,fringe,1,0,,consensus6,6,2,4.05
card_1976,instead,Instead,,describing,adv,content,0,0,fringe,1,0,,consensus6,6,30,7.55
card_1977,instrument,Instrument,instruments,things,noun,content,0,0,fringe,1,0,,consensus10,10,3,6.08
card_1978,interest,Interest,interested|interesting|interests,ideas,noun,content,0,0,fringe,1,0,,consensus17,17,29,11.9
