category,name_en,description_brief
home,Cotton Swabs,The image depicts two parallel cotton swabs with white tips and wooden sticks. The background is plain white.
home,Cozy Scarf,"A stylized depiction of an upper body of a person with a square-shaped head and no facial features. The person is wearing a white shirt and has their arms crossed over their chest in a self-hug gesture. Draped over their shoulders and arms is a thick, yellow scarf with wavy brown patterns. The scarf is the most colorful and detailed element in this image."
home,Curtains,"A pair of orange curtains hanging on a rod above a white-framed window. The curtains are drawn to the sides, revealing the closed window in the center. The rod has circular elements suggesting a decorative or functional design."
home,Cute bear slippers,"A bright orange pair of house slippers each featuring a cute bear face on the toe area. The bear's face is simplified with ears, eyes, a nose, and a smiling mouth. The slippers are drawn in a cartoonish style with a slight shadow effect giving them a 3D appearance. The background is plain white."
home,Cutting Fruit,"A red apple with a green leaf on its upper right side, next to which is a kitchen knife with a brown handle and a silver blade pointing toward the right. Between the apple and the knife, there's a small pink arrowhead pointing in the direction of the knife. The image represents the concept of cutting."
home,Dad - Have a daughter,"Two simplified, cartoon-style male figures standing next to each other, holding hands with short hair and smiling. The figure on the left wears a gray collared shirt, while the figure on the right wears a teal-colored shirt. Above them are two horizontal lines, one above the other, on a white background. The image is stylized to indicate a concept related to ""father-daughter relationship,"" but the characters both appear to be male."
home,Daughter,"The illustration depicts a young girl with long black hair tied in two ponytails with red hairbands. She is wearing a light pink long-sleeve shirt with a dark pink collar and a small bow at the neckline, a bright pink skirt and pink shoes. She is smiling and her eyes are simple black dots."
home,Daughter,"A stylized illustration of a young girl or woman with straight, shoulder-length black hair, a smiling face. She's wearing a sleeveless yellow top with straps, over a white shirt, a blue skirt or dress, and simple black shoes. The illustration represents the concept of ""daughter""."
home,Daughter,"Two cartoon-style female figures holding hands. The figure on the left appears to be an adult with short hair, wearing a pink blouse and black skirt. The figure on the right looks like a younger girl with a headband, smiling broadly, wearing a white shirt with a heart design on it and a blue skirt. A red triangular play button symbol points towards the younger girl."
home,Defrosting,"A microwave oven with its door open, revealing a plate inside with three pieces of food that resemble rolls or buns. The microwave has a control panel that includes a dial and buttons and is colored in shades of gray, black, and white, with hints of yellow and red on the buns. The front door of the microwave is tinted orange."
home,Desk Lamp,"A simple and stylized table lamp with a round base, straight slender post, and an angled shade flaring out at the bottom. The lampshade is yellow, the base and post are gray or metallic. A small round switch knob on the post turns the lamp on and off. The word ""스탠드"" (standeu) is present, symbolizing a standard lamp."
home,Detergent,"A plastic bottle which is predominantly a teal or greenish-blue color. It's used for household cleaning detergents or soaps. The bottle features a handle for ease of grip on one side, a pour spout with a grey cap on top, and a lighter colored label on the front."
home,Diamond,"A stylized diamond with a shining appearance. It is primarily light blue with white highlights that depict its faceted surface. Around the diamond, there are small yellow and white star-like shapes that suggest the diamond is sparkling. The background is plain."
home,Digital Camera,"The illustration depicts a digital camera in a flat, minimalist style with a gray body. It features a large lens in the center, with a light blue highlight around the lens and a black circle representing the aperture. To the top right of the lens, there is a small dot representing a viewfinder or camera sensor. On the upper left side of the camera body, there is a small element that suggests a flash or a light indicator. The camera has a rectangular shape with slightly rounded corners."
home,Digitally Locked Door,"An illustration of a door lock with an integrated numeric keypad. The lock is shown in a vertical orientation, with the keypad above the handle. The keypad has a blue body and includes the numbers 1-9, with the number 5 marked with a small dot. Below the numbered buttons, there is a horizontal row with additional buttons labeled with an asterisk (*), 0, and the pound sign (#). The handle is blue, and its lever is positioned to the right side, indicating an unlocked state."
home,Dining Table,"A simple, stylized drawing of a dining table. The table is rectangular with a light brown surface and four legs. Down the center of the table is a vertical cream or light yellow stripe, which could represent a table runner. On each side of this central stripe are four circular shapes, evenly distributed along the table's width, possibly representing plates or place settings. The overall image gives the impression of a dining table prepared for a meal."
home,Dinner,"A stylized representation of a dining setting. There is a bowl in the center, with a spoon to its right and a pair of chopsticks next to the spoon. Above and to the right of the bowl and utensils, there is a yellow crescent moon."
home,Dish Rack,"The illustration features a two-tier wooden dish rack with six plates neatly stacked in a vertical position on the top, and on the bottom shelf, a sideways cup and two dome-shaped objects, possibly bowls or covered dishes."
home,Dishwasher,"An illustration of a dishwasher, a symbol for the Korean word ""식기세척기,"" meaning ""dishwasher"". The image features a front view of a rectangular appliance with a window on the upper half where you can see a stack of plates and water jet lines. Below the window, there is a control panel with two round buttons, one red and one orange, and a rectangular screen in between the buttons."
home,Disposable Lighter,"A line art drawing of a vertical, cylindrical item with a pointed tip on the top, representing a disposable lighter. It has an elongated body with a rounded bottom and a push-button mechanism at the top. The drawing is presented with clear, black lines against a white background."
home,Divorce,"An illustration has two geometric shapes. On the left, there's a square with a dotted line running from the bottom left corner to the top right corner, symbolizing division. The square is followed by an arrow pointing rightward. The arrow points to a triangular shape on the right side that represents a house or roof. With a black and red color scheme on a white background, the illustration appears to represent division of a household."
home,Divorce,"Two figures, one appearing to be a bride holding a bouquet of flowers with a frown on her face, and the other appearing to be a groom with a neutral expression. They are visually separated by a broken heart symbol above and between them, indicating emotional distance or the end of a relationship. The broken heart symbol and the expressions on the figures suggest the theme of ""이혼"" (divorce)."
home,Doing the Dishes,"A stylized cartoon-like image of a person washing dishes. This individual, with a simple smiling expression and short hair, is wearing a pink top with straps, possibly an apron or jumpsuit, and stands in front of a gray sink. They're holding a yellow sponge in one hand and a white plate in other, implying they're actively cleaning dishes. The background is plain white. It's related to the Korean phrase ""설거지해요,"" meaning ""doing the dishes""."
home,Door,"A simple, flat illustration of a closed door in a warm, brownish-orange color with a darker brown frame suggesting a wooden texture. There is a silver or grey doorknob on the right side, indicating it opens from the left. The background is plain and light-colored. It represents the Korean character ""문"" (mun), which means door."
home,Door Lock Pin Code,"A modern door lock with a numerical keypad. The lock body and the handle are depicted in a light grey color. The keypad features standard numerical keys from 1 to 9 laid out in three rows, the number 5 is colored red and the number 0 is positioned at the bottom row. Above the 1-2-3 keys row, there is an additional row with three buttons: a red 'F' button on the left, a blank button in the middle, and a green button with a '#' symbol on the right. The overall image represents a door lock with a security code feature."
home,Downstairs / Lower Floor,"A simplified, cartoon-style drawing of a house with a brown roof and a beige exterior. The house has a single window with a white frame. Beneath the window is a large white rectangular space. Below this space, there is a prominent red section with a dashed black outline, which represents a basement or lower level. To the right of the house is a small red triangle, pointing towards the lower section of the house. The image represents the concept of ""아래층"" which translates to ""lower floor"" or ""downstairs"" in Korean."
home,Drama Series,"A simplistic design with a dark-outlined, flat-screen monitor. Inside the monitor, there are two stylized human figures — one on the left appears masculine wearing a blue top, and one on the right appears feminine wearing a pink top. They are facing each other with a large pink heart centered between them. This image could represent a drama focused on home, family, or romantic relationships."
home,Dresser,"A three-drawer chest or dresser colored in a light gray tone, with the drawer fronts in a contrasting light tan or beige color. Each drawer is fitted with a simple rectangular handle. The dresser is a utilitarian piece of furniture that could be used within a home for storage."
home,Dressing Table,"A wooden vanity table with a mirror, three drawers with round knobs, and items on top: two bottles that could be perfumes or lotions, and a round container resembling a powder box. The colors used are browns, pinks, beige, and white for the mirror."
home,Drinking Straw,"A simple, two-dimensional illustration of a yellow drinking straw. The straw has a bendable concertina section in the upper third, which is angled to show the bendability of the straw. The background is white with no additional details."
home,Dryer,"A simple line art illustration of a hair dryer in a side profile view showing its main components: the handle, body, and air vent. It uses a limited color palette with grey tones for the body, a darker grey for the air vent, and outlines to define the shape."
home,Dust Bongtu (Vacuum Cleaning Service),"A simplified, cartoon-like representation of a golden-yellow square box with a brown flap open on one side, and two puffs of steam or smoke depicted as small, white clouds rising from the box. To the right, there is a stylized image of a vehicle, primarily orange with details in red and gray, connected to the box by a long, gray, undulating hose or tube. The image possibly references a mobile service such as a vacuum or a portable steam cleaner. The background is plain white."
home,Dustpan,"A light blue dustpan with a hollow rectangular container and a flat bottom. Attached to the container is a handle with a darker blue stripe pattern and a small circle at the end, which could be used for hanging the dustpan."
home,Dustpan and Hand Broom,The illustration shows a beige dustpan and a hand broom with gray bristles transitioning to white at the tips. Both items have a hole at the end of their handles for hanging storage. They are typical cleaning tools used in households.
home,Earrings,"A stylized human ear in a side profile view. Below the ear, a dotted line curves downwards, ending with a circular outline. Along this line, four yellow circles resembling beads decrease in size from top to bottom. At the end of the dotted line, outside the circular outline, there's a red, solid triangular shape pointing towards the last yellow bead. The entire picture is set against a white background."
home,Earthenware Crock,"The illustration depicts a traditional earthenware crock, known in Korean as ""통"" (tong). It has a wide, open top and a separate round lid that is slightly askew, indicating that it has been removed from the opening of the crock. The crock is light brown and beige, and it appears solid and sturdy with a smooth texture. It is used in Korean households for fermenting and storing foods like kimchi."
home,Elder Brother,"A simplistic illustration of a person with a smiling face, dot eyes, and a short curved mouth. They wear a white long-sleeved shirt, red bowtie, white trousers and small black shoes. The drawing has a linear style with no shading or textures and it's cartoonish and gender-neutral."
home,Elderly Man,"The illustration depicts a standing elderly man with grey hair and a small smile. He's wearing a long-sleeved shirt with a v-neck sweater vest over it, green trousers and orange shoes. The style of the drawing resembles a cartoon."
home,Eldest Daughter,"A cartoon-like female figure with long black hair and a friendly, gentle smile. She is wearing a bright yellow long-sleeved shirt with a large red bow at the neckline, a short pink skirt, and matching pink shoes. The illustration may represent ""장녀,"" which translates to ""eldest daughter"" in Korean."
home,Electric Blanket,"A beige electric blanket with a crisscross pattern, similar to a quilt or mattress. In the top left corner, there's a control unit with an ""on/off"" power symbol. A power cable with a plug extends from the control unit, indicating it requires to be plugged into an electrical outlet. The background is white and the lines are black."
home,Electric Fan,"An electric fan (선풍기 in Korean) with a circular shape, multiple blades enclosed by a protective grill, mounted on a pedestal with a stable base. The fan is colored in pastel tones, with a mint green accent on the center part of the blade assembly and the base, while the rest of the fan is in shades of gray and white."
home,External Family Member,"A cartoon of a smiling elderly man with gray hair and dressed in a brown suit with a yellow vest, white shirt and tie. The man is standing with his hands by his sides. There's a dashed red outline around him and a solid red play button shape pointing towards him. The Korean text ""외투"" is also present."
home,Family,"A stylized illustration of a family of four with a white background. From left to right, there's a adult male figure with an orange shirt, a younger female figure in a pink shirt, a younger male figure in a teal shirt, and an adult female figure in a yellow shirt. Each figure has a different hairstyle and depicted features. The style is cartoonish with solid colors and no shading."
home,Fasten Your Seatbelt,"Two icons with a pair of arrows pointing towards each other. The left icon is a stylized seatbelt in black and grey tones, with the receptacle and insertion points showing. The right icon represents a hand buckling a seatbelt, with the seatbelt colored in black and the hand in a flesh tone, engaging the seatbelt into the buckle."
home,Father-in-law,"An illustration depicts a friendly and approachable character with a round head, a smiling face, and a receding hairline hairstyle. The figure is wearing a red sweater over a collared shirt, paired with white pants, and white shoes. The Korean text ""시아버지"" translates to ""father-in-law."""
home,Febreze,"A simple line drawing of a light blue spray bottle with the word ""페브리즈"" written in white. The neck and the spray nozzle are depicted in gray and white, indicating a trigger-style sprayer."
home,Filter,"Two rectangular panels, possibly representing filters, with a series of horizontal lines running across them to signify the layers or pleats. The lines are evenly spaced, and the two panels appear to be overlapping slightly. This image may symbolize filters commonly associated with air or water purification systems."
home,Finished/Completed (I've Done It),"A stylized person with a happy facial expression, wearing a green shirt and holding a large orange cloth or towel in their right hand. There are two blue water droplets to the right of the person, suggesting that they have either finished drying something or are sweating after completing a task or chore."
home,First Child,"Three simple, stylized figures standing side by side. The figure on the left, drawn slightly taller than the other two, is wearing a blue top with a red belt and green pants. The two other figures are dressed in matching gray-striped tops with gray pants. Above the left figure, there is a red arrow pointing downwards, with the term ""첫째""."
home,Flip Phone,"The illustration of a flip phone in an open position, with the screen facing up and a numerical keypad on the bottom half. The design is straightforward with no branding or additional decorative elements."
home,Flower pot,"The illustration shows a stylized representation of a flowerpot. The main body of the pot is a light brown and the top border or lip of the pot is a darker brown. There's also a small notch at the bottom center of the pot, perhaps indicating the pot's base or a drainage hole."
home,Flowers,"A conically arranged bouquet of pink flowers with dark pink centers and black outlines. Below the flowers is a yellow shape resembling a cone or vase, indicating that the bouquet is upright. The background is white, providing contrast and making the colors stand out. The illustration represents the concept of ""꽃"" which means ""flower"" in Korean."
home,Flush down,"A side view of a toilet with the lid and seat down. A dotted circle surrounds the flushing mechanism at the top of the tank, with a keyhole symbol indicating the location to interact with. There is a red arrow curving from the flush handle towards the top, representing the action of flushing the toilet."
home,Folded Blanket,"A simple line drawing of a folded cloth or blanket. It is shown in a pale, neutral color with dashed lines indicating the fold lines. The drawing has an outline with a slight shadow or three-dimensional effect, making it appear as though it's lying flat with one corner turned over."
home,Foot,"A side profile view of a human foot, which is right-sided, showing the outer edge with five toes of descending size from the big toe to the little toe, using a skin tone color for the foot with visible lines indicating the ankle and the toes. The background is plain white."
home,Fragrance,"The illustration shows two bottles resembling perfume bottles. One bottle has a pink liquid inside and a spherical cap, while the other contains a yellow liquid and has a spray nozzle indicating a spray or mist being emitted. The bottles are oval with an indent in the center, and there are East Asian characters on the front of each bottle."
home,Freezing food,"A stylized graphic of a refrigerator freezer compartment. There is a circular blue object at the center bottom, possibly symbolizing a frozen item, and two storage bins above it, containing what seems to be bags or packages. On the left side, a hand is shown pointing upwards, signifying placing something in the freezer or indicating a rising temperature. The hand appears to be wearing a green sleeve. The illustration conveys the concept of using a freezer, which aligns with the Korean phrase ""냉동식품"", referring to frozen foods or the act of freezing food."
home,Furniture,"A stylized image of a brown wardrobe or closet with two doors, next to a small, round, tan table with four legs, against a plain white background. The image has a cartoon-like appearance."
home,Games,"Three objects related to games are depicted: a baseball with red seams, a brown bat, and a pink portable gaming console with screens, control buttons, and a stylus pen inserted on the side. The console has a clamshell design, open to reveal its dual screens. They are set against a white background."
home,Garbage Bag,"A line art icon of a garbage bag with a capacity indication of ""50L,"" meaning it can hold 50 liters. At the top, it has a pair of handles and a flap for tying or hanging. The text ""쓰레기"" is prominently displayed on the bag, which means ""garbage"" in Korean. Below this text, there are three horizontal lines."
home,Gargling Water,"A simplified character with no distinct facial features, wearing a teal or green long-sleeve shirt. The person is depicted with their eyes closed, hands cupped near their mouth, and water drops indicated by blue splash symbols coming from the mouth area towards the hands. There is a white basin in front of the character, filled with water. The image likely represents the act of gargling or rinsing the mouth."
home,Gemstone,"Illustration features a large, facet-cut gemstone with shades of blue. To the left of the gemstone, there's a round object with a checkered pattern, appearing to be a magnifying glass inspecting the gemstone. Small yellow stars are scattered around the gemstone, emphasizing its sparkling and shiny quality."
home,Get Ready,"A graphic showing a purple backpack with a snap button, and a blue and white striped object that appears to be a book or notebook being slipped into the top compartment. A red curved arrow points downwards, indicating the motion of the object going in the bag. A separate image to the right shows a notepad or calendar with a spiral binding at the top. The overall theme is preparation."
home,Getting a haircut,"A stylized character with straight black hair and a smiling face, wearing a pink shirt. To the right of the character's head, there is a pair of scissors with black handles, positioned as if they are about to cut the person's hair. The overall image represents a hair-cutting scenario."
home,Getting a haircut,"A stylized cartoon character of a person with short black hair and a happy expression, from the shoulders up. Above the character's right side of the head, there are open scissors oriented diagonally, as if about to cut the hair. The character is wearing a plain grey shirt. The image symbolizes haircutting or styling related to grooming or personal care."
home,Getting Dressed,"A simplified, stylized person in rear view standing and holding up a long-sleeved shirt on a hanger. The person's head is a simple, circular shape without any detailed features, and they wear a teal-colored shirt. The overall image suggests the act of either putting a shirt on a hanger or preparing to wear it."
home,Giving a massage,"A boy is lying on a bed with his head turned to the side. Another boy is standing next to him, holding his head and neck with both hands and applying pressure."
home,Glasses,"A pair of eyeglasses with round frames. The eyeglasses have a dark outline and a slightly shaded fill. The illustration only shows the front view of the frames, with no earpieces visible, representing ""안경,"" the Korean word for ""glasses."""
home,Going out,"A simplified cartoon-style drawing of a person standing to the right of an open door. The person is smiling, with one hand placed on the edge of the door. To the left of the door, there's a red arrow pointing towards the open door. The character is depicted with a round head, two dots for eyes, a line for a mouth, dressed in a green top and blue pants. The door is white with a small round doorknob, and the background is orange. The image corresponds to the word ""나가요"" (nagayo) in the context of ""home, family, relatives."""
home,Going Together,"Two stylized figures walking side by side, holding hands. The figure on the left is larger, wearing a grey shirt with grey pants. The figure on the right is smaller, dressed in a green shirt and blue pants. They both have simple, round heads with only eyes depicted. The background is white, and there's a single black line under the figures' feet."
home,Gold,"The image shows a simple illustration of a stack of seven gold bars arranged in a pyramid-like structure, with the largest layer at the bottom. The gold bars have a gleaming yellow color with two twinkling stars to suggest shininess."
home,Got it,"A stylized rendering of a smiling human face alongside a raised hand making an ""OK"" gesture. There are curved lines near the hand, suggesting motion or sound, and the word ""OK"" in bold red letters to the left of the image. The components of the illustration are arranged against a white background. The image conveys a message of affirmation, agreement, or acceptance."
home,Grandfather,"A cheerful elderly man with gray hair is waving his hand. He's wearing a brown cardigan with buttons over a white shirt, paired with green trousers and black shoes. His posture is upright, and his left hand is partially tucked into his pants pocket. The illustration represents a grandfather figure."
home,"Grandfather from Mother's Side
","A stylized image of an elderly male figure with gray hair, receding hairline or baldness on top, friendly demeanor, smiling, wearing a pink collared shirt with a yellowish collar and cuffs. The image could represent an older male relative, such as a grandfather."
home,Grandmother,"The illustration depicts a standing elderly woman with a smile. She has gray hair styled in a bob cut, a long-sleeve green sweater, a knee-length beige skirt, and pink slippers. The style is outlined with a fine black line."
home,Grandmother,"An illustration depicts a cheerful and friendly elderly woman with short, wavy gray hair. She's wearing a brown shirt with a lighter-colored collar, olive green skirt, and black shoes. She's standing upright with one hand raised in a waving gesture. She represents a grandmother figure in the context of home, family, and relatives."
home,Hair Comb,"A simple drawing of a hair comb with fine teeth, alongside a small depiction of a hair clump in light brown, possibly indicating hair loss or the act of combing out loose hair. The comb appears in blue and the background is white. The style is flat and cartoonish."
home,Hair Dryer,An illustration of a light blue hair dryer with a darker blue handle and a red switch on the handle. There are a few lines drawn on the left side coming out of the nozzle to symbolize the flow of air. The background is plain white.
home,Hairpins,"The illustration depicts a pair of hairpins. Each hairpin has a coral-pink bow attached to the top of a gold-colored clip with silver tips, used to pin hair up or decorate hairstyles. The bow is symmetrical with a central knot and two loops, one on each side, with tails extending downwards."
home,Half-sleeve shirt,"A simple pink short-sleeved shirt with a round collar is depicted in a flat, two-dimensional style. There are no additional patterns or text on the shirt. It appears to be a vector illustration or clip art."
home,Hanbok (Korean Traditional Dress),"A traditional Korean dress known as ""hanbok."" The hanbok is represented in a simplified graphic featuring a pink jeogori (top jacket part with long sleeves and a ribbon closure) and a red chima (skirt) with yellow decoration or pattern along the bottom hem. The hanbok has a voluminous silhouette and a vibrant color scheme of primary pink and red tones with yellow accents."
home,Hanbok (Traditional Korean Dress),"An illustration of a traditional Korean dress known as hanbok (한복). The image features the upper part of the hanbok, specifically, a jeogori (the top jacket) with long sleeves in blue, suggesting a design on the chest area. There's also a contrasting white collar and a hint of a white undergarment beneath the jeogori. The bottom part of the illustration, colored in grey, shows the hem of the lower garment. This icon is meant to represent ""양복"" or ""formal attire"" in Korean."
home,Hanbok Skirt (Chima),"A simplified graphical representation of a skirt, known as ""치마"" in Korean. The skirt is a flat design, with a solid pink color and vertical lines suggesting pleats or folds. It has a straight waistband at the top and a flared silhouette."
home,Hand Dryer,"An open book or magazine is depicted. The left page is pink with small white scribble marks at the center bottom, while the right page is light brown with similar white scribble marks on the bottom. The pages have a thin dark outline, and the book appears to have a slight curvature, giving a sense of depth."
home,Hand washing clothes,"A pair of hands washing clothes by hand in a basin filled with water and suds, with water flowing from a faucet above. The image may symbolize household chores related to laundry."
home,Hand with bracelet,"A raised open hand with the palm facing forward is shown in a drawn, flat design style with outlined fingers and a simple wrist. Around the wrist is a bracelet made of pink or magenta beads on a plain white background."
home,Hang clothes,"The illustration depicts a white T-shirt with a pocket on the left side of the chest area, placed on a yellowish hanger. A red curved arrow points from the hanger to the right sleeve of the T-shirt, indicating motion. The image represents the concept of clothes or a wardrobe, and corresponds to the term ""옷걸이"" (clothes hanger or hang clothes) in Korean."
home,Hang to Dry,"A drying rack with two items of clothing hanging on it. There is one bright yellow piece of clothing and one pink piece hanging on the upper part of the rack, both appearing to be shirts or similar garments."
home,Headband,"A cartoon character of a young girl with a happy expression, light skin, rosy cheeks, wearing a white t-shirt with a heart symbol. She has brown hair partially held back with a blue headband. Above her head to the right, there is a red outline of an arrow pointing to her forehead, indicating a specific location, often used to represent the Korean concept of ""머리띠"" or ""headband""."
home,Helmet,"The illustration depicts a helmet in a side profile view, typically used for motorcycling or high-speed activities. The helmet features a large visor area and is designed with colorful details that may represent vents or design accents in red and blue. The background of the image is white."
home,Home,"A simple stylized illustration of a house with a rectangular shape, a flat roof, six square windows, and a central red door. The majority of the illustration is outlined in a thin grey line. The door is filled in red, making it the focal point of the image. It represents a universal symbol for home or housing."
home,Home Front,"The illustration depicts a stylized representation of a building front, symbolizing a home. It is set against a solid red background within a square frame. The structure has a central block with six equally-sized windows arranged in a 3x2 grid. Below the window grid is a basic outline of a double-door entrance. The doors are closed, and the design is outlined with white lines against the red background."
home,Hoodie,"A flat-colored illustration of a teal hoodie with a hood and a zipper running down the middle. The garment has long sleeves and ribbed cuffs, and has a light flesh-toned oval at the top, representing a head or neck. The overall color scheme is dominated by teal with black lines for edges and details, on a white background."
home,Hot Water,"A stylized light blue water droplet. Inside the droplet, there is a red, curved line symbolizing a container or receptacle, with three wavy lines above it indicating heat or steam. The overall image represents hot water."
home,House Key,"A yellow key with a round head and a detailed cut, which appears to be a standard house key with a traditional shape. It has a hole at the top of the head, suggesting it could be placed on a key ring. The key represents concepts related to home, family, and possibly symbolizing access, security, or ownership."
home,Humidifier,"An illustration of a modern humidifier with a rectangular body, a circular window showing visible water level, and a spout on top emitting a cloud of mist. It has buttons or controls on the front, one of which is highlighted. The image uses gray for the humidifier's body, blue for the water indication, and black and red for details."
home,Husband,"A cartoon-style drawing of a person wearing a blue suit with a white shirt and a dark tie. The character is depicted with black hair, smiling, and standing upright with both arms at their sides."
home,Husband,"A pair of cartoon characters that appear to be a couple. A female character with shoulder-length hair, smiling and wearing a grey skirt, a white shirt with a heart symbol on her chest. A male character with grey hair, also smiling and waving with his left hand, dressed in brown trousers, a beige long-sleeved shirt, and a sweater with a heart symbol on the chest. They are holding hands, and there is a small red arrow pointing towards the right side of the illustration."
home,I Agree,"The illustration shows a stylized person and a red circle. The person has a round head, dots for eyes, a straight line for a mouth, and a plain, turquoise-colored shirt. The red circle is separate from the person and located slightly to their left. The image is placed on a plain white backdrop."
home,I cried,"A cartoon-style illustration of a person with a sorrowful expression, with a downturned mouth, furrowed brows, and several large tear drops falling from both eyes. The individual has short black hair, wearing a teal or light blue shirt. This image could symbolize sadness or crying."
home,I Love You,"A large traditional pot is placed over a flame, containing a substance that resembles dough or food being cooked or fermented. A thermometer is inserted into the pot's contents, pointing to a zone marked in red, indicating a specific temperature range. The pot is supported by a stand with a visible flame underneath, indicating the contents are being heated. The setting suggests a temperature-sensitive cooking or fermentation process."
home,I Need to Go to the Bathroom Urgently,"The illustration shows a person appearing worried or sad with short hair, wearing a green long-sleeved shirt and blue pants, and clenching their hands. Three sweat or tear droplets are near the head. To the left of the person is a large orange rectangle with a box containing Korean text ""화장실"", translating to ""bathroom"". The image conveys a sense of urgency related to the bathroom, aligning with the Korean word ""급해요"", which means ""urgent"" or ""hurry""."
home,I spilled it,"An overturned white, cylindrical cup with blue liquid, presumably water, spilling out onto a brown, flat, horizontal surface. The liquid forms a puddle around the base of the cup. The background is plain white. The style of the illustration is cartoonish with black outlines defining the shapes."
home,I want to eat,"A simplified stylized face of a person eating. The face is a circle with black hair, two dot eyes, and a straight-line mouth. The person appears to be holding a lollipop or some sort of round, pink-colored treat on a stick, which is placed at the mouth as if they are about to eat it. This image relates to ""먹고싶어요,"" which means ""I want to eat"" in Korean."
home,I Want to Play,"A stylized drawing of a person standing next to a playground structure. The person has a round head and a smiling face, wearing a green long sleeve top and blue pants, extending an arm towards the playground equipment. The playground equipment consists of a slide in orange and a swing set in green, affixed to a brown support structure. The image suggests leisure, playfulness, and activities associated with children or family environments."
home,I Want to Sleep,"A cartoon character, appearing as a young child with a sleepy or tired expression, is standing next to a bed. The child has short brown hair, is wearing a white t-shirt, and brown shorts. The bed to the right of the child has a headboard, mattress, and a pillow at the top, covered with an orange bedspread. The overall image conveys a theme related to sleep or bedtime."
home,I will do it again,A single human hand with a pointing index finger. The hand is shown with a beige skin tone for the hand itself and a solid teal color for the sleeve or garment covering the wrist and lower arm. The background is white. The index finger is raised and pointing upwards.
home,I will go to school,"A simplified, cartoon-style figure of a person is shown, wearing a teal-colored long-sleeved top and blue pants, hands clasped in front of them, which may possibly indicate they are in a school uniform. Next to the person is a speech bubble containing a drawing of a building, possibly a schoolhouse. This assumption is suggested by the flag on top of the building and the associated Korean text ""학교-다녀오겠습니다"", which translates to ""I will go to school""."
home,I will take care of you,"The illustration depicts a figure with a smiling face, short hair, and wearing a green shirt. The character has both hands placed over the heart area, possibly depicting love or satisfaction. There is a speech bubble containing a yellow smiling face to the right of the character's head, suggesting happiness or contentment. The overall feel of the image is cheerful and positive."
home,I'll stop now,"A flat, stylized image of a human hand facing forward, with the fingers together and the thumb slightly apart. A bold red ""X"" mark is to the right of the hand. Both are set against a plain white background, possibly indicating ""stop,"" ""no,"" or a prohibition."
home,I'm annoyed,"Illustration of a person with a discontented facial expression, closed eyes, a straight-line mouth, raised arms with palms facing outward suggesting refusal. They are wearing a short-sleeve turquoise shirt and navy blue pants. The background is solid black, contrasting with the figure's lighter skin tone. The character symbolizes annoyance, objection, or the desire for stoppage. The image represents the Korean term ""깜깜해요"" meaning ""it's dark."""
home,I'm annoyed,"A stylized character with a displeased or frustrated facial expression. The character has black hair, one side of which is long and flowing. Their eyes are squinted, brows are furrowed, and the mouth is turned downward in an unhappy or annoyed frown. Three short lines are drawn above the character's head, suggesting irritation or annoyance. The character is wearing a simple orange shirt."
home,I'm Cold,"A simple cartoon of a person with a smiling face and black hair, wearing a teal shirt and raising their index finger, possibly indicating a point or an idea. Behind the character, there are educational elements including the letters ""A B C"" and a simple math equation ""2 X 1 = 2"". The background is plain white."
home,I'm Fed Up,"A cartoon-style drawing of a person standing with their arms crossed over their chest, displaying a displeased or angry facial expression. They are wearing a long-sleeve teal shirt and blue pants. The overall posture suggests annoyance or a defensive attitude. This could visually represent the Korean phrase ""말려요"", interpreted as a person showing frustration or disapproval in a domestic setting."
home,I'm here for you,"A simple, cartoon-style drawing of a person with a smile on their face. The individual has a round head, dot eyes, a straight line for a mouth, no discernible hair, and wearing a long-sleeve teal shirt. Their arms are spread out horizontally from their sides, appearing as if they are offering a hug or gesture of welcome. The background is plain and white."
home,I'm shocked,"A simplistic representation of a person standing with an exaggerated expression of surprise or shock. They are wearing a teal long-sleeved shirt and blue pants. There are lines near the person's right hand, emanating from the empty pocket, indicating something is missing."
home,I'm sitting down,"A cartoon character of a child with short brown hair, smiling, wearing a short-sleeved white t-shirt and brown shorts, sitting on a bench. A red curved arrow points downwards, suggesting the action of sitting down. The image symbolizes the concept of sitting or the phrase ""sit down""."
home,I'm soaked (or) I'm drenched (or) I'm sweating,"A cartoon of a young girl with a cheerful expression. She has a ponytail on the side of her head, secured with a blue hairband. The girl is wearing a white T-shirt with a pink heart in the center. There's a red triangular play symbol pointing towards the girl from the right side."
home,"I'm sorry, but the Korean text ""얇아요"" seems incorrect and cannot be translated. Could you please check the labeling again?","An illustration of a yellow book titled ""BOOK"" on its cover. The book is closed, displaying its spine and pages on the side. A red triangular arrowhead is pointing to the book from the right, it's connected to a circular dotted line indicating motion or direction toward the book. The background is plain white."
home,Infant Trousers,"A pair of light blue infant or toddler pants with white bands at the waist and leg openings, and each featuring a bear face on the front. One is partially folded, laying toward the left, and the other is positioned upright with the waistband facing upward."
home,Iron,"A simple colored illustration of an iron used for pressing clothes. The body is orange with a light gray soleplate at the bottom and a darker gray area at the rear end, possibly, where the cord would be attached. The handle of the iron is white with a circular knob on top that could indicate the temperature control settings."
